Date : 2025-04-07 16:09:11
Directory : /home/lynx/dev/wallpaper_app/lib
Total : 58 files,  1995 codes, 109 comments, 304 blanks, all 2408 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /home/lynx/dev/wallpaper_app/lib/features/category_view/presentation/view/widgets/abstract_body.dart               | Dart     |         43 |          0 |          4 |         47 |
| /home/lynx/dev/wallpaper_app/lib/features/category_view/presentation/view/widgets/category_view_body.dart          | Dart     |         51 |          0 |          6 |         57 |
| /home/lynx/dev/wallpaper_app/lib/features/favorite_view/presentation/favorite_view.dart                            | Dart     |          9 |          0 |          2 |         11 |
| /home/lynx/dev/wallpaper_app/lib/features/favorite_view/presentation/widgets/favorite_view_body.dart               | Dart     |         56 |          0 |          3 |         59 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/data/Entities/content_feed_entity.dart                         | Dart     |          5 |          0 |          2 |          7 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/main_view.dart                                                 | Dart     |         39 |          0 |          5 |         44 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/main_view_body.dart                                            | Dart     |         30 |          0 |          4 |         34 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/cubits/catch_trending/catch_trending_cubit.dart   | Dart     |         82 |          0 |         13 |         95 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/cubits/catch_trending/catch_trending_state.dart   | Dart     |         10 |          0 |          7 |         17 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/home_view.dart                                    | Dart     |         16 |          0 |          2 |         18 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/widgets/active_content_feed.dart                  | Dart     |         39 |          0 |          3 |         42 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/widgets/content_feed.dart                         | Dart     |        147 |          0 |          8 |        155 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/widgets/custom_app_bar.dart                       | Dart     |         21 |          0 |          4 |         25 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/widgets/custom_button_navigation_bar.dart         | Dart     |         60 |          0 |          3 |         63 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/widgets/custom_text_field.dart                    | Dart     |         46 |          0 |          2 |         48 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/widgets/home_view_body.dart                       | Dart     |         40 |          0 |          4 |         44 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/widgets/home_view_slider.dart                     | Dart     |         61 |          0 |          9 |         70 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/widgets/image_feed.dart                           | Dart     |         70 |          0 |          6 |         76 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/widgets/mini_category_container.dart              | Dart     |         76 |          0 |          5 |         81 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/widgets/showSearchOverlay.dart                    | Dart     |         54 |          0 |          6 |         60 |
| /home/lynx/dev/wallpaper_app/lib/features/home_view/presentation/widgets/unactive_content_feed.dart                | Dart     |         36 |          0 |          2 |         38 |
| /home/lynx/dev/wallpaper_app/lib/features/settings_view/presentation/view/settings_view.dart                       | Dart     |          9 |          0 |          2 |         11 |
| /home/lynx/dev/wallpaper_app/lib/features/settings_view/presentation/view/widgets/settings_body_section.dart       | Dart     |         68 |          0 |          6 |         74 |
| /home/lynx/dev/wallpaper_app/lib/features/settings_view/presentation/view/widgets/settings_fotter_section.dart     | Dart     |         46 |          0 |          4 |         50 |
| /home/lynx/dev/wallpaper_app/lib/features/settings_view/presentation/view/widgets/settings_option.dart             | Dart     |         37 |          0 |          5 |         42 |
| /home/lynx/dev/wallpaper_app/lib/features/settings_view/presentation/view/widgets/settings_option_with_switch.dart | Dart     |         52 |          0 |          7 |         59 |
| /home/lynx/dev/wallpaper_app/lib/features/settings_view/presentation/view/widgets/settings_view_body.dart          | Dart     |         33 |          0 |          6 |         39 |
| /home/lynx/dev/wallpaper_app/lib/main.dart                                                                         | Dart     |         44 |          0 |          5 |         49 |
| /home/lynx/dev/wallpaper_app/lib/my_http_overrides.dart                                                            | Dart     |          9 |          0 |          2 |         11 |
| Total                                                                                                              |          |      1,995 |        109 |        304 |      2,408 |
+--------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
